kepid,kepoi_name,kepler_name,ra,dec,koi_kepmag,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_duration,koi_depth,koi_model_snr,koi_impact,koi_prad,koi_teq,koi_insol,koi_ror,koi_steff,koi_slogg,koi_srad,koi_smass,sky_coord.ra,sky_coord.dec
11512246,K00168.02,Kepler-23 d,294.21893,49.479221,13.438,CONFIRMED,1.0,0,0,0,0,15.27443889,147.57983,6.0765,206.7,40.3,0.153,2.17,896.0,152.62,0.013073,5761.0,4.091,1.518,1.036,294.21893,49.479221
11018648,K00759.01,Kepler-230 b,285.71854,48.505859,15.082,CONFIRMED,1.0,0,0,0,0,32.62876672,194.1019,4.7971,1804.8,80.0,0.021,3.36,506.0,15.55,0.03852,5586.0,4.56,0.798,0.844,285.71854,48.505859
11018648,K00759.02,Kepler-230 c,285.71854,48.505859,15.082,CONFIRMED,0.978,0,0,0,0,91.7732862,193.8378,6.473,652.0,19.1,0.606,2.12,359.0,3.92,0.02432,5586.0,4.56,0.798,0.844,285.71854,48.505859
12066335,K00784.02,Kepler-231 b,293.97336,50.53191,15.385,CONFIRMED,1.0,0,0,0,0,10.06524317,136.28906,1.369,1053.3,30.3,0.628,1.91,488.0,13.43,0.031153,4077.0,4.702,0.56,0.576,293.97336,50.53191
12066335,K00784.01,Kepler-231 c,293.97336,50.53191,15.385,CONFIRMED,1.0,0,0,0,0,19.27153892,186.77093,2.7594,1219.8,37.1,0.031,1.93,393.0,5.66,0.031585,4077.0,4.702,0.56,0.576,293.97336,50.53191
12366084,K00787.01,Kepler-232 b,295.81616,51.121738,15.367,CONFIRMED,1.0,0,0,0,0,4.431238488,171.015,3.15,1010.9,71.1,0.405,3.25,1104.0,351.23,0.02933,5714.0,4.428,1.015,1.007,295.81616,51.121738
12366084,K00787.02,Kepler-232 c,295.81616,51.121738,15.367,CONFIRMED,1.0,0,0,0,0,11.37936986,133.84992,2.6255,1023.5,37.9,0.911,3.95,806.0,99.68,0.035628,5714.0,4.428,1.015,1.007,295.81616,51.121738
12470844,K00790.01,Kepler-233 b,296.36652,51.319519,15.339,CONFIRMED,1.0,0,0,0,0,8.47237911,174.16212,2.7245,1123.5,47.6,0.022,2.59,751.0,75.44,0.030119,5354.0,4.587,0.788,0.884,296.36652,51.319519
12470844,K00790.02,Kepler-233 c,296.36652,51.319519,15.339,CONFIRMED,0.989,0,0,0,0,60.4189369,181.16367,5.039,931.3,20.1,0.094,2.36,390.0,5.49,0.027422,5354.0,4.587,0.788,0.884,296.36652,51.319519
3342970,K00800.01,Kepler-234 b,291.65353,38.494659,15.541,CONFIRMED,1.0,0,0,0,0,2.711504086,170.03417,3.0099,837.5,64.5,0.023,3.12,1420.0,960.79,0.026533,6214.0,4.442,1.076,1.169,291.65353,38.494659
3342970,K00800.02,Kepler-234 c,291.65353,38.494659,15.541,CONFIRMED,1.0,0,0,0,0,7.21203748,172.81782,4.0491,950.4,51.5,0.012,3.32,1025.0,260.58,0.028255,6214.0,4.442,1.076,1.169,291.65353,38.494659
4139816,K00812.01,Kepler-235 b,286.07913,39.27832,15.954,CONFIRMED,1.0,0,0,0,0,3.340218842,171.979062,1.9104,1632.6,71.6,0.466,2.03,656.0,43.73,0.037683,3950.0,4.754,0.493,0.502,286.07913,39.27832
4139816,K00812.04,Kepler-235 c,286.07913,39.27832,15.954,CONFIRMED,0.994,0,0,0,0,7.82502168,136.54995,2.186,520.8,15.9,0.708,1.2,494.0,14.05,0.022312,3950.0,4.754,0.493,0.502,286.07913,39.27832
4139816,K00812.02,Kepler-235 d,286.07913,39.27832,15.954,CONFIRMED,1.0,0,0,0,0,20.06036336,147.46554,3.3203,1494.7,35.2,0.556,1.96,361.0,4.0,0.036455,3950.0,4.754,0.493,0.502,286.07913,39.27832
4139816,K00812.03,Kepler-235 e,286.07913,39.27832,15.954,CONFIRMED,1.0,0,0,0,0,46.1842039,165.23729,4.758,1394.7,26.0,0.013,1.83,273.0,1.32,0.033974,3950.0,4.754,0.493,0.502,286.07913,39.27832
4725681,K00817.02,Kepler-236 b,283.86639,39.898079,15.414,CONFIRMED,0.995,0,0,0,0,8.29561738,135.79284,1.3421,824.3,17.9,0.888,1.82,469.0,11.39,0.03178,3747.0,4.728,0.524,0.536,283.86639,39.898079
4725681,K00817.01,Kepler-236 c,283.86639,39.898079,15.414,CONFIRMED,1.0,0,0,0,0,23.96793669,186.22182,3.827,1182.3,27.5,0.416,1.8,329.0,2.77,0.03141,3747.0,4.728,0.524,0.536,283.86639,39.898079
5252423,K00825.02,Kepler-237 b,283.22141,40.421829,15.289,CONFIRMED,1.0,0,0,0,0,4.71510843,134.96178,2.506,417.5,21.3,0.258,1.46,823.0,108.84,0.018268,4861.0,4.574,0.732,0.733,283.22141,40.421829
5252423,K00825.01,Kepler-237 c,283.22141,40.421829,15.289,CONFIRMED,1.0,0,0,0,0,8.10363271,176.9486,3.161,887.9,39.3,0.047,2.11,687.0,52.82,0.026361,4861.0,4.574,0.732,0.733,283.22141,40.421829
5436502,K00834.04,Kepler-238 b,287.89713,40.637821,15.084,CONFIRMED,1.0,0,0,0,0,2.090811305,134.17462,3.388,115.9,19.9,0.746,1.62,1642.0,1718.04,0.010686,5739.0,4.191,1.384,1.083,287.89713,40.637821
5436502,K00834.03,Kepler-238 c,287.89713,40.637821,15.084,CONFIRMED,0.997,0,0,0,0,6.15560285,134.81656,4.9843,285.0,35.1,0.235,2.32,1146.0,406.94,0.015336,5739.0,4.191,1.384,1.083,287.89713,40.637821
5436502,K00834.02,Kepler-238 d,287.89713,40.637821,15.084,CONFIRMED,0.996,0,0,0,0,13.23352214,140.32196,6.7372,504.6,49.1,0.014,3.06,888.0,146.67,0.020278,5739.0,4.191,1.384,1.083,287.89713,40.637821
5436502,K00834.01,Kepler-238 e,287.89713,40.637821,15.084,CONFIRMED,0.999,0,0,0,0,23.65369415,171.376107,8.2183,3341.8,266.3,0.008,7.89,731.0,67.65,0.05219,5739.0,4.191,1.384,1.083,287.89713,40.637821
5436502,K00834.05,Kepler-238 f,287.89713,40.637821,15.084,CONFIRMED,0.989,0,0,0,0,50.4467417,178.5014,7.159,370.3,19.4,0.379,2.67,568.0,24.64,0.01767,5739.0,4.191,1.384,1.083,287.89713,40.637821
5456651,K00835.01,Kepler-239 b,294.20215,40.66341,15.208,CONFIRMED,1.0,0,0,0,0,11.76307164,180.93613,2.9076,1037.3,48.9,0.048,2.35,616.0,33.99,0.028519,4959.0,4.603,0.756,0.849,294.20215,40.66341
5456651,K00835.02,Kepler-239 c,294.20215,40.66341,15.208,CONFIRMED,0.878,0,0,0,0,56.2279271,132.29259,3.57,862.7,20.9,0.7,2.37,366.0,4.22,0.028683,4959.0,4.603,0.756,0.849,294.20215,40.66341
3231341,K01102.02,Kepler-24 b,290.41327,38.34375,14.925,CONFIRMED,1.0,0,0,0,0,8.14515981,140.56811,5.073,446.8,32.2,0.965,3.43,1050.0,287.91,0.025296,5896.0,4.197,1.24,0.884,290.41327,38.34375
3231341,K01102.01,Kepler-24 c,290.41327,38.34375,14.925,CONFIRMED,1.0,0,0,0,0,12.33343853,137.58782,6.221,536.4,31.7,0.979,4.12,915.0,165.3,0.030411,5896.0,4.197,1.24,0.884,290.41327,38.34375
3231341,K01102.04,Kepler-24 d,290.41327,38.34375,14.925,CONFIRMED,0.999,0,0,0,0,4.24439049,137.06643,3.282,174.0,15.1,0.949,2.07,1305.0,686.99,0.015253,5896.0,4.197,1.24,0.884,290.41327,38.34375
3231341,K01102.03,Kepler-24 e,290.41327,38.34375,14.925,CONFIRMED,1.0,0,0,0,0,18.9985279,144.74157,4.529,430.7,16.9,1.3,43.17,792.0,93.03,0.318792,5896.0,4.197,1.24,0.884,290.41327,38.34375
5531576,K00837.02,Kepler-240 b,291.15878,40.750271,15.66,CONFIRMED,1.0,0,0,0,0,4.14451656,135.92831,2.3421,391.8,22.8,0.004,1.48,864.0,132.08,0.017441,4768.0,4.536,0.779,0.759,291.15878,40.750271
5531576,K00837.01,Kepler-240 c,291.15878,40.750271,15.66,CONFIRMED,1.0,0,0,0,0,7.953547,174.66224,2.6312,875.4,38.4,0.3,2.25,696.0,55.37,0.026448,4768.0,4.536,0.779,0.759,291.15878,40.750271
5794379,K00842.01,Kepler-241 b,292.91312,41.060921,15.389,CONFIRMED,1.0,0,0,0,0,12.71809866,175.35526,3.0957,1149.4,52.7,0.427,2.31,562.0,23.6,0.030871,4702.0,4.592,0.686,0.67,292.91312,41.060921
5794379,K00842.02,Kepler-241 c,292.91312,41.060921,15.389,CONFIRMED,0.999,0,0,0,0,36.06588163,198.58423,4.3246,1563.8,51.7,0.26,2.64,397.0,5.88,0.035281,4702.0,4.592,0.686,0.67,292.91312,41.060921
6428700,K00853.01,Kepler-242 b,286.5657,41.808399,15.376,CONFIRMED,1.0,0,0,0,0,8.20396958,169.69138,2.9667,1024.4,54.4,0.823,3.01,742.0,71.5,0.033372,5015.0,4.499,0.826,0.785,286.5657,41.808399
6428700,K00853.02,Kepler-242 c,286.5657,41.808399,15.376,CONFIRMED,1.0,0,0,0,0,14.49645186,143.41659,4.016,647.5,25.7,0.97,3.01,613.0,33.48,0.033377,5015.0,4.499,0.826,0.785,286.5657,41.808399
6587280,K00857.01,Kepler-243 b,285.11047,42.033958,15.086,CONFIRMED,1.0,0,0,0,0,5.715425977,174.87931,2.5242,908.1,59.4,0.348,2.47,850.0,123.03,0.027348,5237.0,4.572,0.826,0.927,285.11047,42.033958
6587280,K00857.02,Kepler-243 c,285.11047,42.033958,15.086,CONFIRMED,0.994,0,0,0,0,20.0261412,146.91109,1.611,421.2,10.7,0.957,2.28,559.0,23.14,0.025305,5237.0,4.572,0.826,0.927,285.11047,42.033958
6849310,K00864.01,Kepler-244 b,287.24268,42.301369,15.604,CONFIRMED,1.0,0,0,0,0,4.311780262,173.576483,2.7251,1154.0,86.1,0.196,3.11,1038.0,274.84,0.030716,5527.0,4.484,0.927,0.956,287.24268,42.301369
6849310,K00864.03,Kepler-244 c,287.24268,42.301369,15.604,CONFIRMED,1.0,0,0,0,0,9.76734503,186.57718,1.6585,569.1,21.1,0.9,2.67,791.0,92.46,0.026407,5527.0,4.484,0.927,0.956,287.24268,42.301369
6849310,K00864.02,Kepler-244 d,287.24268,42.301369,15.604,CONFIRMED,1.0,0,0,0,0,20.0504494,188.08821,4.556,840.9,37.8,0.383,2.69,622.0,35.44,0.026569,5527.0,4.484,0.927,0.956,287.24268,42.301369
6948054,K00869.01,Kepler-245 b,291.63898,42.436321,15.599,CONFIRMED,1.0,0,0,0,0,7.49018305,174.95037,2.7297,1123.6,53.0,0.02,2.56,753.0,76.06,0.029843,5103.0,4.562,0.787,0.823,291.63898,42.436321
6948054,K00869.03,Kepler-245 c,291.63898,42.436321,15.599,CONFIRMED,1.0,0,0,0,0,17.46087931,137.26594,2.2641,812.4,22.6,0.594,2.32,568.0,24.6,0.026969,5103.0,4.562,0.787,0.823,291.63898,42.436321
6948054,K00869.02,Kepler-245 d,291.63898,42.436321,15.599,CONFIRMED,1.0,0,0,0,0,36.2761238,201.2869,4.7865,1572.6,45.5,0.035,3.03,445.0,9.29,0.035273,5103.0,4.562,0.787,0.823,291.63898,42.436321
6948054,K00869.04,Kepler-245 e,291.63898,42.436321,15.599,CONFIRMED,1.0,0,0,0,0,3.219814777,133.00406,2.0642,488.2,30.5,0.06,1.69,998.0,234.93,0.019702,5103.0,4.562,0.787,0.823,291.63898,42.436321
7134976,K00874.01,Kepler-246 b,296.48343,42.663429,15.024,CONFIRMED,1.0,0,0,0,0,4.601811819,169.98108,2.2607,755.9,60.8,0.567,2.35,896.0,152.91,0.02579,4986.0,4.496,0.833,0.793,296.48343,42.663429
7134976,K00874.02,Kepler-246 c,296.48343,42.663429,15.024,CONFIRMED,0.997,0,0,0,0,11.18719905,137.17814,3.252,353.6,21.9,0.387,1.55,667.0,46.65,0.017042,4986.0,4.496,0.833,0.793,296.48343,42.663429
7434875,K00884.03,Kepler-247 b,288.64252,43.039291,15.067,CONFIRMED,1.0,0,0,0,0,3.336123113,135.31623,1.9616,516.3,41.6,0.252,1.74,970.0,209.79,0.020396,5097.0,4.597,0.779,0.891,288.64252,43.039291
7434875,K00884.01,Kepler-247 c,288.64252,43.039291,15.067,CONFIRMED,1.0,0,0,0,0,9.439459486,177.186096,2.8979,3036.1,175.2,0.049,4.16,686.0,52.32,0.048953,5097.0,4.597,0.779,0.891,288.64252,43.039291
7434875,K00884.02,Kepler-247 d,288.64252,43.039291,15.067,CONFIRMED,0.0,1,0,0,0,20.47748843,178.66786,2.8364,1382.4,52.7,0.497,2.92,530.0,18.65,0.034376,5097.0,4.597,0.779,0.891,288.64252,43.039291
7825899,K00896.02,Kepler-248 b,293.0614,43.58136,15.258,CONFIRMED,1.0,0,0,0,0,6.308201629,174.047661,2.9785,1328.5,86.2,0.03,2.96,819.0,106.44,0.032418,5191.0,4.564,0.837,0.937,293.0614,43.58136
7825899,K00896.01,Kepler-248 c,293.0614,43.58136,15.258,CONFIRMED,1.0,0,0,0,0,16.23947096,175.569907,4.0374,2590.7,123.8,0.043,4.14,598.0,30.14,0.045252,5191.0,4.564,0.837,0.937,293.0614,43.58136
7907423,K00899.02,Kepler-249 b,296.98505,43.65852,15.234,CONFIRMED,0.999,0,0,0,0,3.306551643,134.37211,1.8177,509.2,37.8,0.001,0.91,554.0,22.19,0.020275,3561.0,4.855,0.411,0.44,296.98505,43.65852
7907423,K00899.01,Kepler-249 c,296.98505,43.65852,15.234,CONFIRMED,0.999,0,0,0,0,7.11373257,174.32351,2.1764,807.6,44.4,0.334,1.16,429.0,8.01,0.025862,3561.0,4.855,0.411,0.44,296.98505,43.65852
7907423,K00899.03,Kepler-249 d,296.98505,43.65852,15.234,CONFIRMED,0.998,0,0,0,0,15.36845737,147.38965,2.4714,756.1,30.9,0.115,1.11,332.0,2.86,0.02471,3561.0,4.855,0.411,0.44,296.98505,43.65852
4349452,K00244.02,Kepler-25 b,286.6384,39.487881,10.734,CONFIRMED,1.0,0,0,0,0,6.238535444,171.706325,3.5255,401.6,274.5,0.008,2.53,1185.0,465.61,0.018412,6267.0,4.28,1.258,1.097,286.6384,39.487881
4349452,K00244.01,Kepler-25 c,286.6384,39.487881,10.734,CONFIRMED,1.0,0,0,0,0,12.720370263,178.528297,2.7306,1180.1,485.5,0.787,4.75,934.0,180.23,0.03461,6267.0,4.28,1.258,1.097,286.6384,39.487881
8226994,K00906.03,Kepler-250 b,289.59476,44.141949,15.46,CONFIRMED,0.957,0,0,0,0,4.14810719,133.3881,2.535,175.2,12.9,0.093,1.08,938.0,182.76,0.011755,5029.0,4.494,0.838,0.798,289.59476,44.141949
8226994,K00906.01,Kepler-250 c,289.59476,44.141949,15.46,CONFIRMED,1.0,0,0,0,0,7.15681552,174.13511,2.5882,867.0,47.7,0.45,2.47,782.0,88.23,0.026979,5029.0,4.494,0.838,0.798,289.59476,44.141949
8226994,K00906.02,Kepler-250 d,289.59476,44.141949,15.46,CONFIRMED,1.0,0,0,0,0,17.64830851,133.54533,2.0873,763.3,23.8,0.653,2.43,579.0,26.49,0.026581,5029.0,4.494,0.838,0.798,289.59476,44.141949
8247638,K00907.03,Kepler-251 b,296.56622,44.105862,15.223,CONFIRMED,1.0,0,0,0,0,4.79090809,136.31106,2.603,251.3,21.2,0.11,1.36,990.0,227.24,0.014349,5527.0,4.488,0.866,0.841,296.56622,44.105862
8247638,K00907.01,Kepler-251 c,296.56622,44.105862,15.223,CONFIRMED,1.0,0,0,0,0,16.51410989,176.11686,4.1575,973.5,55.9,0.395,2.72,655.0,43.57,0.028718,5527.0,4.488,0.866,0.841,296.56622,44.105862
8247638,K00907.02,Kepler-251 d,296.56622,44.105862,15.223,CONFIRMED,1.0,0,0,0,0,30.1329298,190.38336,5.172,1015.8,44.8,0.839,3.14,536.0,19.55,0.03322,5527.0,4.488,0.866,0.841,296.56622,44.105862
8247638,K00907.04,Kepler-251 e,296.56622,44.105862,15.223,CONFIRMED,1.0,0,0,0,0,99.6415962,198.68664,4.448,952.5,22.7,0.028,2.64,360.0,3.97,0.027879,5527.0,4.488,0.866,0.841,296.56622,44.105862
8505670,K00912.02,Kepler-252 b,295.57935,44.545959,15.058,CONFIRMED,1.0,0,0,0,0,6.66833241,137.43988,1.915,362.3,14.2,0.644,1.18,587.0,28.06,0.018246,4201.0,4.682,0.591,0.609,295.57935,44.545959
8505670,K00912.01,Kepler-252 c,295.57935,44.545959,15.058,CONFIRMED,1.0,0,0,0,0,10.8484518,171.80584,2.9993,1675.6,64.5,0.21,2.34,499.0,14.66,0.036303,4201.0,4.682,0.591,0.609,295.57935,44.545959
8689373,K00921.03,Kepler-253 b,291.84198,44.858089,15.532,CONFIRMED,1.0,0,0,0,0,3.78402867,133.28133,1.9012,426.1,25.6,0.691,1.7,949.0,191.78,0.020134,5196.0,4.593,0.775,0.869,291.84198,44.858089
8689373,K00921.01,Kepler-253 c,291.84198,44.858089,15.532,CONFIRMED,1.0,0,0,0,0,10.28194593,175.33988,3.4366,1110.7,55.0,0.168,2.53,680.0,50.6,0.029849,5196.0,4.593,0.775,0.869,291.84198,44.858089
8689373,K00921.02,Kepler-253 d,291.84198,44.858089,15.532,CONFIRMED,1.0,0,0,0,0,18.11993039,182.61535,4.2309,1506.9,60.7,0.206,2.95,563.0,23.77,0.034825,5196.0,4.593,0.775,0.869,291.84198,44.858089
9334289,K00934.01,Kepler-254 b,288.1647,45.816509,15.843,CONFIRMED,1.0,0,0,0,0,5.826657508,173.011411,2.9183,1539.1,81.1,0.033,4.09,1013.0,248.57,0.035356,5561.0,4.362,1.06,0.943,288.1647,45.816509
9334289,K00934.02,Kepler-254 c,288.1647,45.816509,15.843,CONFIRMED,0.998,0,0,0,0,12.41216347,142.54039,3.739,611.3,25.6,0.021,2.58,787.0,90.65,0.02227,5561.0,4.362,1.06,0.943,288.1647,45.816509
9334289,K00934.03,Kepler-254 d,288.1647,45.816509,15.843,CONFIRMED,1.0,0,0,0,0,18.74649011,147.13074,3.895,796.8,26.7,0.508,3.05,686.0,52.38,0.026327,5561.0,4.362,1.06,0.943,288.1647,45.816509
9415172,K00938.03,Kepler-255 b,296.06424,45.976841,15.596,CONFIRMED,0.949,0,0,0,0,5.71462396,132.63866,2.336,297.8,16.7,0.503,1.78,971.0,210.16,0.016046,5344.0,4.365,1.013,0.867,296.06424,45.976841
9415172,K00938.01,Kepler-255 c,296.06424,45.976841,15.596,CONFIRMED,1.0,0,0,0,0,9.94602357,171.70192,3.3862,994.5,51.0,0.035,3.12,807.0,100.34,0.028229,5344.0,4.365,1.013,0.867,296.06424,45.976841
9415172,K00938.02,Kepler-255 d,296.06424,45.976841,15.596,CONFIRMED,0.998,0,0,0,0,1.04562195,133.91912,1.8955,213.0,25.3,0.037,1.45,1710.0,2031.84,0.013092,5344.0,4.365,1.013,0.867,296.06424,45.976841
9466668,K00939.03,Kepler-256 b,292.58044,46.097389,15.065,CONFIRMED,1.0,0,0,0,0,1.620467654,132.06388,2.1888,159.6,22.7,0.271,1.57,1681.0,1893.42,0.011493,5553.0,4.221,1.25,0.949,292.58044,46.097389
9466668,K00939.01,Kepler-256 c,292.58044,46.097389,15.065,CONFIRMED,1.0,0,0,0,0,3.388012244,170.5336,2.6849,280.1,30.6,0.433,2.11,1315.0,705.93,0.015454,5553.0,4.221,1.25,0.949,292.58044,46.097389
9466668,K00939.02,Kepler-256 d,292.58044,46.097389,15.065,CONFIRMED,1.0,0,0,0,0,5.83909761,132.09261,3.1915,273.6,25.2,0.341,2.06,1097.0,341.48,0.015116,5553.0,4.221,1.25,0.949,292.58044,46.097389
9466668,K00939.04,Kepler-256 e,292.58044,46.097389,15.065,CONFIRMED,1.0,0,0,0,0,10.6816951,131.55082,3.605,307.8,21.9,0.646,2.3,897.0,152.75,0.016847,5553.0,4.221,1.25,0.949,292.58044,46.097389
9480189,K00941.02,Kepler-257 b,297.31598,46.023258,15.471,CONFIRMED,1.0,0,0,0,0,2.382652873,170.66626,1.8888,705.4,45.5,0.682,2.74,1237.0,553.53,0.025814,5188.0,4.4,0.973,0.868,297.31598,46.023258
9480189,K00941.01,Kepler-257 c,297.31598,46.023258,15.471,CONFIRMED,1.0,0,0,0,0,6.581477136,174.787814,3.0896,2318.9,116.2,0.137,4.56,881.0,142.63,0.042884,5188.0,4.4,0.973,0.868,297.31598,46.023258
9480189,K00941.03,Kepler-257 d,297.31598,46.023258,15.471,CONFIRMED,1.0,0,0,0,0,24.66461416,189.02031,2.8579,2398.8,56.7,0.8,5.34,567.0,24.53,0.050261,5188.0,4.4,0.973,0.868,297.31598,46.023258
9775938,K00951.01,Kepler-258 b,294.06848,46.57933,15.223,CONFIRMED,1.0,0,0,0,0,13.19720694,171.545479,3.4872,2141.4,116.2,0.568,4.18,642.0,40.03,0.043296,4954.0,4.462,0.885,0.827,294.06848,46.57933
9775938,K00951.02,Kepler-258 c,294.06848,46.57933,15.223,CONFIRMED,0.982,0,0,0,0,33.6528474,147.8025,3.9616,1140.8,41.9,0.567,3.05,470.0,11.5,0.031582,4954.0,4.462,0.885,0.827,294.06848,46.57933
9823457,K00954.01,Kepler-259 b,288.21194,46.615002,15.219,CONFIRMED,1.0,0,0,0,0,8.11528727,174.52257,3.211,834.9,59.1,0.916,3.1,879.0,140.92,0.031988,5926.0,4.532,0.887,0.978,288.21194,46.615002
9823457,K00954.02,Kepler-259 c,288.21194,46.615002,15.219,CONFIRMED,1.0,0,0,0,0,36.9250409,174.22246,4.9381,902.0,39.3,0.838,3.01,530.0,18.7,0.031099,5926.0,4.532,0.887,0.978,288.21194,46.615002
9757613,K00250.01,Kepler-26 b,284.94098,46.56654,15.473,CONFIRMED,1.0,0,0,0,0,12.282998287,170.39809,2.7096,2794.7,137.2,0.047,2.83,431.0,8.14,0.048233,3879.0,4.708,0.537,0.537,284.94098,46.56654
9757613,K00250.02,Kepler-26 c,284.94098,46.56654,15.473,CONFIRMED,1.0,0,0,0,0,17.25121397,149.886479,2.0371,2054.8,68.6,0.749,2.64,385.0,5.17,0.044983,3879.0,4.708,0.537,0.537,284.94098,46.56654
9757613,K00250.03,Kepler-26 d,284.94098,46.56654,15.473,CONFIRMED,1.0,0,0,0,0,3.543919702,136.26075,1.8717,507.0,38.2,0.022,1.21,652.0,42.68,0.020559,3879.0,4.708,0.537,0.537,284.94098,46.56654
9757613,K00250.04,Kepler-26 e,284.94098,46.56654,15.473,CONFIRMED,0.965,0,0,0,0,46.82767725,136.74468,1.9033,1537.7,32.4,0.393,2.13,276.0,1.37,0.036335,3879.0,4.708,0.537,0.537,284.94098,46.56654
2854698,K00986.01,Kepler-260 b,291.92596,38.014118,14.138,CONFIRMED,1.0,0,0,0,0,8.18739443,260.86931,3.0472,517.6,38.4,0.377,1.92,782.0,88.36,0.020743,5251.0,4.494,0.849,0.821,291.92596,38.014118
2854698,K00986.02,Kepler-260 c,291.92596,38.014118,14.138,CONFIRMED,0.881,0,0,0,0,76.0498163,161.71445,7.158,445.9,17.4,0.015,1.75,372.0,4.53,0.018858,5251.0,4.494,0.849,0.821,291.92596,38.014118
2302548,K00988.01,Kepler-261 b,291.36478,37.609169,13.562,CONFIRMED,1.0,0,0,0,0,10.38122447,268.02421,2.715,801.5,41.9,0.319,2.18,672.0,48.37,0.025572,5095.0,4.566,0.78,0.816,291.36478,37.609169
2302548,K00988.02,Kepler-261 c,291.36478,37.609169,13.562,CONFIRMED,1.0,0,0,0,0,24.5709023,135.87209,3.587,764.2,26.3,0.945,2.82,505.0,15.33,0.033128,5095.0,4.566,0.78,0.816,291.36478,37.609169
1718189,K00993.02,Kepler-262 b,290.72867,37.252651,14.246,CONFIRMED,1.0,0,0,0,0,13.0607936,137.63148,3.215,236.6,19.4,0.718,1.45,734.0,68.66,0.015111,5830.0,4.54,0.876,0.97,290.72867,37.252651
1718189,K00993.01,Kepler-262 c,290.72867,37.252651,14.246,CONFIRMED,1.0,0,0,0,0,21.85362905,144.32031,3.439,355.6,23.0,0.676,1.75,618.0,34.57,0.018296,5830.0,4.54,0.876,0.97,290.72867,37.252651
2165002,K00999.01,Kepler-263 b,292.46976,37.567791,15.391,CONFIRMED,1.0,0,0,0,0,16.56806842,146.15285,4.2647,1331.4,41.9,0.164,2.54,548.0,21.27,0.032537,4987.0,4.602,0.716,0.749,292.46976,37.567791
2165002,K00999.02,Kepler-263 c,292.46976,37.567791,15.391,CONFIRMED,1.0,0,0,0,0,47.3329299,151.41614,2.708,931.5,14.0,0.43,2.18,386.0,5.25,0.027927,4987.0,4.602,0.716,0.749,292.46976,37.567791
1871056,K01001.01,Kepler-264 b,292.04462,37.37624,13.038,CONFIRMED,0.976,0,0,0,0,40.8065333,155.71586,13.135,313.9,54.8,0.016,3.71,772.0,83.75,0.016213,6207.0,3.963,2.097,1.472,292.04462,37.37624
1871056,K01001.02,Kepler-264 c,292.04462,37.37624,13.038,CONFIRMED,0.991,0,0,0,0,140.10765,216.21749,18.503,266.8,29.0,0.019,3.42,511.0,16.17,0.014948,6207.0,3.963,2.097,1.472,292.04462,37.37624
5956342,K01052.02,Kepler-265 b,290.51047,41.24482,15.381,CONFIRMED,0.945,0,0,0,0,6.84619236,132.17265,3.529,246.8,17.7,0.077,1.67,1022.0,258.41,0.014341,5839.0,4.327,1.067,0.881,290.51047,41.24482
5956342,K01052.01,Kepler-265 c,290.51047,41.24482,15.381,CONFIRMED,1.0,0,0,0,0,17.02902786,143.33395,4.645,568.9,29.8,0.202,2.54,755.0,76.66,0.021839,5839.0,4.327,1.067,0.881,290.51047,41.24482
5956342,K01052.04,Kepler-265 d,290.51047,41.24482,15.381,CONFIRMED,0.815,0,0,0,0,43.1312147,166.26105,3.198,447.8,11.8,0.67,2.39,554.0,22.21,0.020505,5839.0,4.327,1.067,0.881,290.51047,41.24482
5956342,K01052.03,Kepler-265 e,290.51047,41.24482,15.381,CONFIRMED,0.765,0,0,0,0,67.8321638,125.881,7.358,507.8,15.5,0.027,2.39,476.0,12.14,0.02055,5839.0,4.327,1.067,0.881,290.51047,41.24482
8240904,K01070.01,Kepler-266 b,294.48438,44.166908,15.59,CONFIRMED,1.0,0,0,0,0,6.61836309,360.36694,3.6813,549.1,31.5,0.043,2.98,1066.0,304.65,0.0211,5529.0,4.19,1.294,0.947,294.48438,44.166908
8240904,K01070.02,Kepler-266 c,294.48438,44.166908,15.59,CONFIRMED,1.0,0,0,0,0,107.7214092,354.19522,8.042,1396.2,30.5,0.003,4.75,421.0,7.39,0.033622,5529.0,4.19,1.294,0.947,294.48438,44.166908
10166274,K01078.01,Kepler-267 b,299.83041,47.157459,15.438,CONFIRMED,1.0,0,0,0,0,3.353732008,134.869597,1.4598,1264.7,47.8,0.051,1.65,615.0,33.76,0.032813,3789.0,4.781,0.46,0.467,299.83041,47.157459
10166274,K01078.02,Kepler-267 c,299.83041,47.157459,15.438,CONFIRMED,0.99,0,0,0,0,6.877446033,132.08426,1.3692,1632.3,39.6,0.79,2.05,484.0,12.95,0.040795,3789.0,4.781,0.46,0.467,299.83041,47.157459
10166274,K01078.03,Kepler-267 d,299.83041,47.157459,15.438,CONFIRMED,0.992,0,0,0,0,28.46464804,158.03986,2.6657,1629.8,28.9,0.035,1.87,301.0,1.95,0.037174,3789.0,4.781,0.46,0.467,299.83041,47.157459
2854914,K01113.01,Kepler-268 b,291.97617,38.05508,13.703,CONFIRMED,1.0,0,0,0,0,25.93406406,149.76273,4.6142,414.5,42.2,0.014,2.48,695.0,55.1,0.018556,5952.0,4.287,1.225,1.059,291.97617,38.05508
