pl_name,hostname,disc_year,discoverymethod,tran_flag,disc_facility,disc_telescope,disc_instrument,pl_orbper,pl_rade,pl_masse,pl_dens,pl_insol,pl_imppar,pl_trandep,st_teff,st_rad,st_mass,st_lum,st_age,st_dens
Kepler-1604 b,Kepler-1604,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.683684256,1.41,,5.04,1391.4,0.6331,0.02856,4976.0,0.76,0.81,-0.52707,4.17,1.94
Kepler-1213 b,Kepler-1213,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.34982412,1.19,,5.9,595.424,0.858,0.00888,6050.0,1.21,1.14,0.39455,3.47,0.35
Kepler-1238 b,Kepler-1238,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.14787559,1.93,,3.35,1195.201,0.0541,0.01376,6386.0,1.48,1.3,0.58441,2.14,0.73308
Kepler-1568 b,Kepler-1568,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.925392,1.3,,5.6,72.568,0.201,0.0109,5956.0,1.19,1.09,0.25777,4.57,0.59
Kepler-1453 b,Kepler-1453,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,47.1611696,2.67,,2.2,11.889,0.028,0.08161,5665.0,0.94,0.97,-0.13974,4.27,6.42254
Kepler-825 b,Kepler-825,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.77360059,1.53,,4.54,734.464,0.25,0.0176,5976.0,1.08,1.03,0.11956,3.55,1.63287
Kepler-1233 b,Kepler-1233,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,45.1263042,2.6,,2.27,30.061,0.1679,0.04056,6198.0,1.25,1.16,0.22091,2.88,1.32431
Kepler-1481 b,Kepler-1481,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.94220998,1.23,,6.02,71.94,0.0025,0.02726,4908.0,0.75,0.8,-0.58658,3.89,4.459
Kepler-1076 b,Kepler-1076,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.14727918,0.8,,4.69,83.18,0.5,0.01197,4868.0,0.74,0.79,-0.557,3.72,2.40067
Kepler-561 b,Kepler-561,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,58.3620495,6.96,,0.631,7.565,0.0467,0.56353,5646.0,0.94,0.96,-0.17974,4.27,1.4
Kepler-1550 b,Kepler-1550,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,225.582809,3.02,,1.87,2.305,0.201,0.07549,5991.0,1.11,1.07,0.11945,3.55,1.46229
Kepler-1330 b,Kepler-1330,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.10769068,1.65,,4.11,322.399,0.2545,0.02949,5608.0,0.94,0.97,0.42575,4.9,1.54105
Kepler-717 b,Kepler-717,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.40840023,2.42,,2.5,398.0,0.04,0.05494,5485.0,0.85,0.88,0.60439,4.37,0.03994
Kepler-891 b,Kepler-891,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,53.44945593,6.41,,0.701,44.326,0.0533,0.3437,5887.0,1.07,1.06,0.58754,3.55,3.49966
Kepler-1044 b,Kepler-1044,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.77408868,2.67,,2.2,218.497,0.946,0.05203,5985.0,1.11,1.08,0.03099,3.55,3.37561
Kepler-1476 b,Kepler-1476,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.35863224,1.67,,4.05,75.641,0.0652,0.02737,5663.0,0.96,0.98,-0.2429,4.57,5.34191
Kepler-921 b,Kepler-921,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,51.300634,2.87,,2.0,15.007,0.928,0.05814,5663.0,0.91,0.93,-0.0296,4.27,2.98696
Kepler-1610 b,Kepler-1610,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.70181574,1.61,,4.24,56.212,0.045,0.03041,5383.0,0.87,0.91,-0.48291,4.68,2.711
Kepler-1158 b,Kepler-1158,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.5396293,2.34,,2.61,449.699,0.71,0.01342,6203.0,1.95,1.41,0.84033,2.88,0.14
Kepler-1479 b,Kepler-1479,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.53261362,1.83,,3.6,98.574,0.0071,0.03289,5796.0,0.98,0.99,0.14528,4.27,0.58
Kepler-716 b,Kepler-716,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.37168453,2.9,,1.97,42.493,0.537,0.12549,5099.0,0.78,0.83,-0.50424,4.57,1.96
Kepler-732 b,Kepler-732,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.467814048,2.18,,2.86,8.559,0.081,0.2237,3631.0,0.46,0.49,-1.375,4.47,5.140495
Kepler-875 b,Kepler-875,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,27.5073799,2.9,,1.97,41.431,0.0166,0.05807,5958.0,1.11,1.06,0.13542,3.39,0.91503
Kepler-904 b,Kepler-904,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.021668632,1.77,,3.75,875.419,0.92,0.01719,6160.0,1.25,1.16,0.15444,3.02,0.97869
Kepler-909 b,Kepler-909,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.93290318,1.47,,4.77,127.24,0.2992,0.01316,6154.0,1.23,1.17,0.273,2.88,0.66
Kepler-760 c,Kepler-760,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.46697439,1.48,,4.73,453.648,0.83,0.03087,5322.0,0.85,0.89,-0.27997,4.57,1.48
Kepler-1388 d,Kepler-1388,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.9568158,2.86,,2.01,8.66,0.112,0.19179,4098.0,0.61,0.63,-1.1068,4.47,3.82796
Kepler-563 b,Kepler-563,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,22.18432708,3.09,,1.82,18.738,0.032,0.1593,5066.0,0.77,0.8,-0.44389,5.37,7.39065
Kepler-1324 b,Kepler-1324,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.115844679,1.51,,4.61,98.414,0.0864,0.04597,4776.0,0.73,0.78,-0.67302,2.88,13.69084
Kepler-674 b,Kepler-674,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.243381847,1.69,,3.98,146.511,0.1408,0.08217,4192.0,0.57,0.6,-0.90665,3.31,18.76826
Kepler-737 b,Kepler-737,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,28.59915399,1.96,,3.28,2.297,0.894,0.15851,3813.0,0.48,0.51,-1.30149,3.89,5.238957
Kepler-551 b,Kepler-551,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.3764661,2.73,,2.13,14.386,0.6375,0.1771,4286.0,0.63,0.65,-0.89514,3.8,4.18804
Kepler-1254 d,Kepler-1254,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.72717226,1.31,,5.55,71.31,0.2816,0.03109,4985.0,0.75,0.78,-0.57202,5.62,3.32192
Kepler-594 b,Kepler-594,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.64618192,2.18,,2.86,59.396,0.91,0.0633,5485.0,0.87,0.91,-0.19321,4.27,3.04887
Kepler-744 b,Kepler-744,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.06222443,1.62,,4.21,62.955,0.392,0.03032,5594.0,0.93,0.94,-0.22215,5.13,1.33
Kepler-1015 b,Kepler-1015,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.00494214,3.55,,1.51,172.112,0.853,0.03657,6769.0,1.81,1.49,0.55886,1.58,0.43
Kepler-758 d,Kepler-758,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.4966197,2.12,,2.96,173.171,0.42,0.02429,6228.0,1.42,1.16,0.56281,3.8,0.33
Kepler-528 b,Kepler-528,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.78297415,2.08,,3.04,68.971,0.746,0.03732,5807.0,1.06,1.01,0.15784,5.5,0.62
Kepler-700 b,Kepler-700,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,80.8720639,5.99,,0.767,12.071,0.632,0.36046,5692.0,0.96,0.98,0.22961,4.37,0.37264
Kepler-853 b,Kepler-853,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.16892463,1.69,,3.98,499.301,0.39,0.01116,6350.0,1.55,1.3,0.51032,2.69,0.44
Kepler-1562 b,Kepler-1562,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,64.2737752,3.55,,1.51,31.768,0.908,0.12139,5760.0,1.05,1.02,0.49073,4.79,0.38317
Kepler-663 b,Kepler-663,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.99678284,2.6,,2.27,167.979,0.3083,0.09347,5264.0,0.82,0.86,-0.31305,4.57,4.37918
Kepler-1028 b,Kepler-1028,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.51462432,1.33,,5.44,519.636,0.3688,0.02284,5522.0,0.87,0.9,-0.24485,4.68,4.31494
Kepler-557 b,Kepler-557,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.705989551,2.67,,2.2,2885.663,0.601,0.05014,6068.0,1.16,1.11,0.72814,3.24,0.1961
Kepler-154 e,Kepler-154,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.93276465,1.5,,4.66,480.405,0.3347,0.02349,5769.0,0.98,0.98,0.03322,4.47,0.82
Kepler-882 b,Kepler-882,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.989539666,1.23,,6.02,259.029,0.085,0.019,5476.0,0.87,0.9,-0.27313,4.57,1.5
Kepler-636 b,Kepler-636,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.080661147,4.45,,1.13,67.509,0.0448,0.31974,5203.0,0.8,0.85,-0.374,5.01,6.61361
Kepler-1392 b,Kepler-1392,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.1410397,1.96,,3.28,61.42,0.1012,0.04768,5479.0,0.85,0.88,-0.231,4.68,1.59423
Kepler-801 b,Kepler-801,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.41928253,2.0,,3.2,14.442,0.799,0.09156,4435.0,0.63,0.67,-0.79815,3.55,1.5102
Kepler-568 b,Kepler-568,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.02347475,2.26,,2.73,8.37,0.907,0.18422,3768.0,0.53,0.55,-1.33039,5.89,4.735155
Kepler-1036 b,Kepler-1036,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,122.8808058,3.01,,1.88,2.821,0.9,0.07177,5533.0,0.89,0.95,-0.20151,3.24,1.48
Kepler-1003 b,Kepler-1003,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.554856915,1.78,,3.72,814.925,0.331,0.02329,6109.0,1.17,1.11,0.28151,3.16,0.42
Kepler-874 b,Kepler-874,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,40.0686727,3.94,,1.32,31.624,0.0192,0.09709,6020.0,1.13,1.09,0.13758,3.31,1.80017
Kepler-876 b,Kepler-876,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.14438011,1.43,,4.94,152.746,0.1171,0.03107,5060.0,0.77,0.81,-0.33828,5.25,2.22584
Kepler-780 b,Kepler-780,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.677375164,0.89,,4.99,4572.56,0.864,0.00767,5769.0,1.02,1.01,0.0169,4.9,1.01394
Kepler-802 b,Kepler-802,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,40.0587473,3.54,,1.52,13.508,0.952,0.12394,5507.0,0.9,0.93,-0.22563,4.68,0.49325
Kepler-799 b,Kepler-799,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,133.4605235,6.88,,0.64,6.356,0.629,0.50329,5681.0,0.93,0.95,-0.09,3.98,0.82029
Kepler-872 b,Kepler-872,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.578855068,1.99,,3.22,553.056,0.1264,0.03552,5902.0,1.08,1.05,-0.14573,4.17,1.78181
Kepler-870 b,Kepler-870,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,21.3587621,2.78,,2.08,54.869,0.847,0.06401,5857.0,1.02,1.01,0.04289,3.8,0.85776
Kepler-851 b,Kepler-851,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.50699658,1.68,,4.01,103.828,0.8031,0.02955,5455.0,0.85,0.89,-0.273,4.47,0.63776
Kepler-798 b,Kepler-798,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.71933369,2.39,,2.54,141.888,0.694,0.03164,6224.0,1.29,1.19,0.22222,2.82,0.70442
Kepler-797 b,Kepler-797,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,27.07237711,2.17,,2.88,90.1,0.015,0.05142,5680.0,0.95,0.96,0.46974,3.89,0.72049
Kepler-869 b,Kepler-869,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,40.4287755,3.61,,1.48,17.234,0.89,0.09161,5664.0,0.95,0.97,-0.11047,4.79,0.08921
Kepler-868 b,Kepler-868,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.03251791,2.05,,3.1,417.034,0.864,0.04391,5614.0,0.89,0.93,0.06838,3.89,0.85472
Kepler-477 b,Kepler-477,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.11990653,2.07,,3.06,38.71,0.68,0.06363,5240.0,0.79,0.87,-0.372,2.09,1.44556
Kepler-847 b,Kepler-847,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.343231895,1.18,,5.89,292.31,0.047,0.02465,4940.0,0.77,0.83,-0.5065,3.89,2.42571
Kepler-795 b,Kepler-795,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,29.6193421,1.68,,4.01,28.9,0.902,0.03147,5631.0,0.96,0.94,-0.02178,6.46,0.81
Kepler-796 b,Kepler-796,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.40087618,1.3,,5.6,962.264,0.0158,0.01408,5475.0,1.09,0.93,0.57234,11.75,0.1
Kepler-753 b,Kepler-753,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.747725012,1.91,,3.4,41.674,0.5717,0.08201,4346.0,0.65,0.68,-0.86467,3.63,4.41767
Kepler-866 b,Kepler-866,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,2.617032536,1.63,,4.17,196.127,0.146,0.04994,4751.0,0.71,0.75,-0.70483,4.27,2.66491
Kepler-867 b,Kepler-867,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,150.242127,4.64,,1.07,2.72,0.345,0.23785,5541.0,0.91,0.92,0.11686,5.89,0.95103
Kepler-865 b,Kepler-865,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.16399294,2.49,,2.41,46.362,0.027,0.07281,5570.0,0.92,0.93,-0.29754,4.27,1.51938
Kepler-754 b,Kepler-754,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,14.5596237,2.01,,3.18,216.473,0.895,0.02906,5935.0,1.08,1.06,0.41554,3.8,0.72319
Kepler-748 b,Kepler-748,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.40742793,2.52,,2.37,439.778,0.042,0.0442,5934.0,1.1,1.07,0.36017,3.72,1.44884
Kepler-793 b,Kepler-793,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.24153639,1.37,,5.24,617.407,0.257,0.01881,5745.0,0.97,0.98,0.11018,4.27,0.95862
Kepler-792 b,Kepler-792,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.30119217,1.96,,3.28,176.032,0.1604,0.02771,5971.0,1.12,1.09,0.27379,3.39,1.52852
Kepler-863 b,Kepler-863,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,15.59461874,2.9,,1.97,117.828,0.6,0.08677,5678.0,0.95,0.96,0.21514,3.8,0.99953
Kepler-752 b,Kepler-752,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,18.82747265,2.81,,2.06,45.278,0.025,0.10062,5373.0,0.83,0.87,-0.12488,4.07,1.61544
Kepler-766 b,Kepler-766,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.10027804,3.39,,1.61,227.15,0.817,0.07666,5992.0,1.15,1.1,0.45132,3.63,0.52073
Kepler-841 b,Kepler-841,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,124.4198398,5.23,,0.914,1.648,0.0143,0.4107,5324.0,0.81,0.85,-0.36224,4.47,25.36857
Kepler-790 b,Kepler-790,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.73469807,2.18,,2.86,38.274,0.0596,0.07464,5208.0,0.8,0.84,-0.42384,4.9,9.48847
Kepler-861 b,Kepler-861,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.949631375,2.28,,2.7,197.29,0.02,0.08072,5047.0,0.78,0.82,-0.42701,4.47,7.44905
Kepler-860 b,Kepler-860,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.101379454,3.24,,1.71,233.621,0.027,0.08946,5836.0,1.06,1.04,-0.15726,4.27,2.67226
Kepler-773 b,Kepler-773,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.749100061,1.43,,4.94,490.707,0.1203,0.01826,5850.0,1.01,1.04,0.09508,2.82,0.87
Kepler-774 b,Kepler-774,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.0895723,3.17,,1.76,451.177,0.768,0.01481,6403.0,2.42,1.57,0.75268,2.14,0.23
Kepler-837 b,Kepler-837,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,16.56059504,2.56,,2.32,55.966,0.97,0.07008,5403.0,0.81,0.85,-0.27122,3.98,1.46297
Kepler-897 b,Kepler-897,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.0472642,2.39,,2.54,354.221,0.837,0.0486,5839.0,1.04,1.03,0.28762,4.37,0.77522
Kepler-769 b,Kepler-769,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,7.42608998,2.92,,1.95,241.128,0.64,0.04433,6186.0,1.28,1.19,0.1791,2.88,1.36184
Kepler-836 b,Kepler-836,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.36112327,2.73,,2.13,135.797,0.854,0.05695,5895.0,1.04,1.03,0.04883,4.27,0.47666
Kepler-465 b,Kepler-465,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.940672466,2.95,,1.93,227.82,0.754,0.05238,6310.0,1.29,1.23,0.33805,2.19,0.56
Kepler-484 b,Kepler-484,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.045569313,2.28,,2.7,90.629,0.68,0.06739,5668.0,0.87,0.96,-0.13505,1.48,1.39
Kepler-890 b,Kepler-890,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,52.75875577,8.89,,0.458,30.227,0.0728,0.58058,5954.0,1.13,1.09,0.32651,3.63,1.88641
Kepler-892 b,Kepler-892,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.7521072,2.81,,2.06,18.196,0.89,0.12156,4747.0,0.72,0.75,-0.73492,5.01,2.79666
Kepler-765 b,Kepler-765,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,27.6655226,2.43,,2.48,48.947,0.51,0.04692,5901.0,1.06,1.05,0.14595,3.72,0.84868
Kepler-784 b,Kepler-784,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,31.5922646,1.58,,4.35,194.385,0.283,0.01451,5674.0,1.32,1.0,0.85693,9.12,0.06
Kepler-785 b,Kepler-785,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.973760926,13.02,,,163.862,0.286,3.02224,4739.0,0.71,0.77,-0.68251,2.82,3.97867
Kepler-831 b,Kepler-831,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.62153941,1.27,,5.77,266.249,0.0812,0.01723,5732.0,0.97,0.99,0.01191,4.17,0.91
Kepler-893 b,Kepler-893,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.33855761,3.03,,1.86,266.271,0.894,0.07217,5820.0,0.99,1.0,0.05966,3.8,0.3676
Kepler-894 b,Kepler-894,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,9.803224,2.78,,2.08,119.881,0.7431,0.08134,5603.0,0.85,0.87,-0.12306,4.27,0.45345
Kepler-781 b,Kepler-781,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,13.2140732,2.89,,1.98,44.397,0.85,0.11548,5162.0,0.78,0.81,-0.38375,4.9,1.84941
Kepler-824 b,Kepler-824,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.51436633,1.87,,3.5,454.604,0.118,0.02307,6035.0,1.22,1.15,0.12216,3.31,1.43366
Kepler-823 b,Kepler-823,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.16809082,1.57,,4.39,803.353,0.0971,0.0263,5643.0,0.96,0.98,0.33549,4.47,1.80327
Kepler-746 b,Kepler-746,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.48159251,1.11,,5.67,421.61,0.076,0.01352,5418.0,0.93,0.91,-0.172,8.71,5.1037
Kepler-822 b,Kepler-822,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,3.222969273,1.77,,3.75,535.188,0.0347,0.02327,5928.0,1.08,1.06,-0.00495,3.55,1.0
Kepler-458 c,KIC 9663113,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,20.74028413,4.2,,1.22,279.787,0.7495,0.10233,6117.21,2.21562,1.15,0.7919,2.14,0.149067
Kepler-827 b,Kepler-827,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,51.92927591,5.63,,0.831,23.602,0.1656,0.34258,5602.0,0.91,0.93,0.23172,4.37,3.32701
Kepler-471 b,Kepler-471,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.014234575,14.96,,,1146.878,0.0124,0.67886,6733.0,1.8,1.49,0.71017,1.58,0.54081
Kepler-819 b,Kepler-819,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,33.1995648,2.76,,2.1,9.913,0.876,0.11789,5279.0,0.81,0.86,-0.39773,4.47,2.41873
Kepler-818 b,Kepler-818,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.035385814,5.11,,0.943,100.779,0.0282,0.28297,5638.0,0.92,0.94,-0.124,3.98,2.45874
Kepler-886 b,Kepler-886,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,6.24146367,1.52,,4.57,231.432,0.915,0.01637,6098.0,1.16,1.1,0.04165,3.39,0.98
Kepler-755 b,Kepler-755,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1.269090374,1.76,,3.78,889.888,0.6,0.03409,5043.0,0.77,0.82,-0.45664,4.9,1.51
Kepler-816 b,Kepler-816,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.506825646,10.24,,0.381,50.563,0.407,1.33555,5286.0,0.85,0.9,-0.37445,4.17,2.31041
Kepler-815 b,Kepler-815,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.57503552,4.11,,1.25,979.136,0.351,0.01606,5028.0,3.42,1.25,0.85698,4.9,0.04
Kepler-852 b,Kepler-852,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,44.9309804,2.54,,2.34,92.131,0.895,0.044,6100.0,1.16,1.19,0.827,1.48,0.16
Kepler-758 b,Kepler-758,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.1097104,2.48,,2.42,349.193,0.41,0.02847,6228.0,1.42,1.16,0.56281,3.8,0.33
Kepler-502 b,Kepler-502,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.28686431,4.77,,1.03,859.509,0.8303,0.13219,6125.0,1.22,1.15,0.34908,3.09,0.211
Kepler-813 b,Kepler-813,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,19.12947337,2.14,,2.93,56.04,0.5396,0.04512,5743.0,0.93,0.95,-0.0712,3.98,1.98618
Kepler-812 b,Kepler-812,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,10.11716531,3.55,,1.51,421.917,0.848,0.02887,6761.0,1.71,1.45,0.75193,1.66,0.77147
Kepler-883 b,Kepler-883,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,12.98495573,1.78,,3.72,163.052,0.046,0.02572,6116.0,1.09,1.06,0.29567,3.02,0.44
Kepler-760 b,Kepler-760,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.70419416,3.06,,1.84,84.406,0.5,0.10749,5322.0,0.85,0.89,-0.27997,4.57,1.48
Kepler-474 b,Kepler-474,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,5.660672935,3.06,,1.84,671.064,0.663,0.07378,5785.0,1.08,0.99,0.41682,6.76,0.24
Kepler-811 b,Kepler-811,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,23.58447697,2.7,,2.16,78.59,0.859,0.04292,5747.0,1.24,1.01,0.32275,7.94,0.33
Kepler-810 b,Kepler-810,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,4.59725385,1.93,,3.35,350.597,0.3034,0.0313,5803.0,1.04,1.03,-0.03156,4.17,1.65508
Kepler-768 b,Kepler-768,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,11.3910025,1.79,,3.7,40.589,0.0917,0.04486,5108.0,0.78,0.82,-0.46575,4.57,8.33869
Kepler-775 b,Kepler-775,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0.974868926,1.19,,5.9,1496.75,0.82,0.01976,5468.0,0.84,0.92,-0.26699,1.86,1.5
Kepler-463 b,Kepler-463,2016,Transit,1,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,8.981016833,3.05,,1.85,166.039,0.097,0.10593,5661.0,0.9,0.87,0.07904,7.41,0.75
